run,run_dir,final_lattice_code,BC_deloc_code,nframes,final_crystal_shape,BC_spatial_distribution,other_notes,gr_messiness,weird_features,how_initialized,kT,EE,chain_num,linker
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, broad peaks",none,BCC,1.4,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1.4,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,medium_low,136,BCC,(neat) crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1.2,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1.2,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,high,136,BCC,very messy crosses,double coord num 14,"BCC peaks, broad peaks",none,BCC,1.1,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,0.9,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,0.7,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_4,"",no ID,medium_low,136,"lattice, no ID",neat sublattice,"coord num 10, double coord num 14",crystalline peaks,"peaks: 10.95, 13.35, 17.35, 18.95, 21.85",BCC,0.5,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_4,"",HEX,low,136,HEX,very neat sublattice,"coord num 8, double coord num 18",FCC/SC peaks,hexagonal sublattice in the 111 direction,BCC,0.3,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.1_eps_-70_EE_6_chn_num_3_linker_4,"",NA,NA,136,HEX/SC,jammed sublattice,coord num 6,"extraneous first peak, otherwise FCC/SC peaks",jammed but has crystalline peaks,BCC,0.1,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.75_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine",traces of mobile delocalized region,BCC,1.75,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.85_eps_-70_EE_6_chn_num_3_linker_10,run for longer,BCC,high,136,BCC,"crosses, delocalized region caused by point defect (AC off lattice point) ",double coord num 14,"BCC peaks, almost pristine","",BCC,1.85,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.8_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,NA,136,BCC,crosses,double coord num 14,"BCC peaks, almost pristine",,BCC,1.8,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_2.2_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,136,gas,,,,expands from liquid to gas at frame 50,BCC,2.2,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_2.1_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,136,gas,,,,expands from liquid to gas at frame 20-25,BCC,2.1,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_2.05_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,NA,136,gas with liquid droplets,,,,,BCC,2.05,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.65_eps_-70_EE_6_chn_num_3_linker_6,"",fluid,NA,136,liquid,,,"two identifiable peaks, rest is not",,BCC,1.65,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.28_eps_-70_EE_6_chn_num_3_linker_4,"",fluid,high,136,liquid,very messy crosses,double coord num 13.7,"BCC peaks, very borad peaks",none,BCC,1.28,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.25_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,high,136,BCC,very messy crosses,double coord num 13.9,"BCC peaks, very broad peaks",none,BCC,1.25,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.23_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,high,136,BCC,very messy crosses,double coord num 13.95,"BCC peaks, very broad peaks",none,BCC,1.23,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,high,136,BCC,very messy crosses,double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.2,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1,6,3,6
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine peaks",traces of mobile delocalized region,BCC,1,6,3,10
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,NA,136,BCC,crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,0.8,6,3,4
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_4,"",no ID,NA,136,lattice no ID,"slanted cubes, layered sublattice","coord num 8, double coord num 20","SC/FCC peaks, pristine",cannot identify what crystal it is even though it has known peaks,BCC,0.6,6,3,4
